year,date,stage,course,distance,type,winner,distance_km,winner_name,winner_country_code,stage_type_group,decade,stages_count,starters,finishers,completion_rate,completion_pct
1994,1994-07-18,15,Montpellier to Carpentras,231.0 km (143.5 mi),Stage with mountain(s),Eros Poli (ITA),231.0,Eros Poli,ITA,Mountain,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-19,16,ValrÃ©as to Alpe d'Huez,224.5 km (139.5 mi),Stage with mountain(s),Roberto Conti (ITA),224.5,Roberto Conti,ITA,Mountain,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-20,17,Le Bourg-d'Oisans to Val Thorens,149.0 km (92.6 mi),Stage with mountain(s),Nelson RodrÃ­guez (COL),149.0,Nelson RodrÃ­guez,COL,Mountain,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-21,18,Moutiers to Cluses,174.5 km (108.4 mi),Stage with mountain(s),Piotr Ugrumov (LAT),174.5,Piotr Ugrumov,LAT,Mountain,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-22,19,Cluses to Avoriaz,47.5 km (29.5 mi),Mountain time trial,Piotr Ugrumov (LAT),47.5,Piotr Ugrumov,LAT,Time Trial,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-23,20,Morzine to Lac Saint-Point,208.5 km (129.6 mi),Hilly stage,Djamolidine Abdoujaparov (UZB),208.5,Djamolidine Abdoujaparov,UZB,Hilly,1990,21,189,117,0.6190476190476191,61.904761904761905
1994,1994-07-24,21,Disneyland Paris to Paris (Champs-ÃlysÃ©es),175.0 km (108.7 mi),Plain stage,Eddy Seigneur (FRA),175.0,Eddy Seigneur,FRA,Flat,1990,21,189,117,0.6190476190476191,61.904761904761905
1995,1995-07-01,P,Saint-Brieuc,7.3 km (4.5 mi),Individual time trial,Jacky Durand (FRA),7.3,Jacky Durand,FRA,Time Trial,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-02,1,Dinan to Lannion,233.5 km (145.1 mi),Plain stage,Fabio Baldato (ITA),233.5,Fabio Baldato,ITA,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-03,2,Perros-Guirec to Vitre,235.5 km (146.3 mi),Plain stage,Mario Cipollini (ITA),235.5,Mario Cipollini,ITA,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-04,3,Mayenne to AlenÃ§on,67.0 km (41.6 mi),Team time trial,GewissâBallan,67.0,GewissâBallan,,Time Trial,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-05,4,AlenÃ§on to Le Havre,162.0 km (100.7 mi),Plain stage,Mario Cipollini (ITA),162.0,Mario Cipollini,ITA,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-06,5,FÃ©camp to Dunkirk,261.0 km (162.2 mi),Plain stage,Jeroen Blijlevens (NED),261.0,Jeroen Blijlevens,NED,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-07,6,Dunkirk to Charleroi (Belgium),202.0 km (125.5 mi),Plain stage,Erik Zabel (GER),202.0,Erik Zabel,GER,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-08,7,Charleroi (Belgium) to LiÃ¨ge (Belgium),203.0 km (126.1 mi),Hilly stage,Johan Bruyneel (BEL),203.0,Johan Bruyneel,BEL,Hilly,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-09,8,Huy (Belgium) to Seraing (Belgium),54.0 km (33.6 mi),Individual time trial,Miguel IndurÃ¡in (ESP),54.0,Miguel IndurÃ¡in,ESP,Time Trial,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-11,9,Le Grand-Bornand to La Plagne,160.0 km (99.4 mi),Stage with mountain(s),Alex ZÃ¼lle (SUI),160.0,Alex ZÃ¼lle,SUI,Mountain,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-12,10,La Plagne to Alpe d'Huez,162.5 km (101.0 mi),Stage with mountain(s),Marco Pantani (ITA),162.5,Marco Pantani,ITA,Mountain,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-13,11,Le Bourg-d'Oisans to Saint-Ãtienne,199.0 km (123.7 mi),Hilly stage,Maximilian Sciandri (GBR),199.0,Maximilian Sciandri,GBR,Hilly,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-14,12,Saint-Ãtienne to Mende,222.5 km (138.3 mi),Hilly stage,Laurent Jalabert (FRA),222.5,Laurent Jalabert,FRA,Hilly,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-15,13,Mende to Revel,245.0 km (152.2 mi),Plain stage,Serhiy Utchakov (UKR),245.0,Serhiy Utchakov,UKR,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-16,14,Saint-Orens-de-Gameville to Guzet-Neige,164.0 km (101.9 mi),Stage with mountain(s),Marco Pantani (ITA),164.0,Marco Pantani,ITA,Mountain,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-18,15,Saint-Girons to Cauterets,206.0 km (128.0 mi),Stage with mountain(s),Richard Virenque (FRA),206.0,Richard Virenque,FRA,Mountain,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-19,16,Tarbes to Pau,149.0 km (92.6 mi),Stage with mountain(s),â[a],149.0,â[a],,Mountain,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-20,17,Pau to Bordeaux,246.0 km (152.9 mi),Plain stage,Erik Zabel (GER),246.0,Erik Zabel,GER,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-21,18,Montpon-MÃ©nestÃ©rol to Limoges,166.5 km (103.5 mi),Plain stage,Lance Armstrong (USA),166.5,Lance Armstrong,USA,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-22,19,Lac de VassiviÃ¨re,46.5 km (28.9 mi),Individual time trial,Miguel IndurÃ¡in (ESP),46.5,Miguel IndurÃ¡in,ESP,Time Trial,1990,20,189,115,0.6084656084656085,60.84656084656085
1995,1995-07-23,20,Sainte-GeneviÃ¨ve-des-Bois to Paris (Champs-ÃlysÃ©es),155.0 km (96.3 mi),Plain stage,Djamolidine Abdoujaparov (UZB),155.0,Djamolidine Abdoujaparov,UZB,Flat,1990,20,189,115,0.6084656084656085,60.84656084656085
1996,1996-06-29,P,'s-Hertogenbosch (Netherlands),9.4 km (5.8 mi),Individual time trial,Alex ZÃ¼lle (SUI),9.4,Alex ZÃ¼lle,SUI,Time Trial,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-06-30,1,'s-Hertogenbosch (Netherlands),209.0 km (129.9 mi),Plain stage,FrÃ©dÃ©ric Moncassin (FRA),209.0,FrÃ©dÃ©ric Moncassin,FRA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-01,2,'s-Hertogenbosch (Netherlands) to Wasquehal,247.5 km (153.8 mi),Plain stage,Mario Cipollini (ITA),247.5,Mario Cipollini,ITA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-02,3,Wasquehal to Nogent-sur-Oise,195.0 km (121.2 mi),Plain stage,Erik Zabel (GER),195.0,Erik Zabel,GER,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-03,4,Soissons to Lac de Madine,232.0 km (144.2 mi),Plain stage,Cyril Saugrain (FRA),232.0,Cyril Saugrain,FRA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-04,5,Lac de Madine to BesanÃ§on,242.0 km (150.4 mi),Plain stage,Jeroen Blijlevens (NED),242.0,Jeroen Blijlevens,NED,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-05,6,Arc-et-Senans to Aix-les-Bains,207.0 km (128.6 mi),Hilly stage,Michael Boogerd (NED),207.0,Michael Boogerd,NED,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-06,7,ChambÃ©ry to Les Arcs,200.0 km (124.3 mi),Stage with mountain(s),Luc Leblanc (FRA),200.0,Luc Leblanc,FRA,Mountain,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-07,8,Bourg-Saint-Maurice to Val d'IsÃ¨re,30.5 km (19.0 mi),Individual time trial,Evgueni Berzin (RUS),30.5,Evgueni Berzin,RUS,Time Trial,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-08,9,Le MonÃªtier-les-Bains to Sestriere (Italy),46.0 km (28.6 mi),Stage with mountain(s),Bjarne Riis (DEN),46.0,Bjarne Riis,DEN,Mountain,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-09,10,Turin (Italy) to Gap,208.5 km (129.6 mi),Hilly stage,Erik Zabel (GER),208.5,Erik Zabel,GER,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-11,11,Gap to Valence,202.0 km (125.5 mi),Hilly stage,JosÃ© Jaime Gonzalez (COL),202.0,JosÃ© Jaime Gonzalez,COL,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-12,12,Valence to Le Puy-en-Velay,143.5 km (89.2 mi),Hilly stage,Pascal Richard (SUI),143.5,Pascal Richard,SUI,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-13,13,Le Puy-en-Velay to Super Besse,177.0 km (110.0 mi),Hilly stage,Rolf SÃ¸rensen (DEN),177.0,Rolf SÃ¸rensen,DEN,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-14,14,Besse to Tulle,186.5 km (115.9 mi),Hilly stage,Djamolidine Abdoujaparov (UZB),186.5,Djamolidine Abdoujaparov,UZB,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-15,15,Brive-la-Gaillarde to Villeneuve-sur-Lot,176.0 km (109.4 mi),Plain stage,Massimo Podenzana (ITA),176.0,Massimo Podenzana,ITA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-16,16,Agen to Hautacam,199.0 km (123.7 mi),Stage with mountain(s),Bjarne Riis (DEN),199.0,Bjarne Riis,DEN,Mountain,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-17,17,ArgelÃ¨s-Gazost to Pamplona (Spain),262.0 km (162.8 mi),Stage with mountain(s),Laurent Dufaux (SUI),262.0,Laurent Dufaux,SUI,Mountain,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-18,18,Pamplona (Spain) to Hendaye,154.5 km (96.0 mi),Hilly stage,Bart Voskamp (NED),154.5,Bart Voskamp,NED,Hilly,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-19,19,Hendaye to Bordeaux,226.5 km (140.7 mi),Plain stage,FrÃ©dÃ©ric Moncassin (FRA),226.5,FrÃ©dÃ©ric Moncassin,FRA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-20,20,Bordeaux to Saint-Ãmilion,63.5 km (39.5 mi),Individual time trial,Jan Ullrich (GER),63.5,Jan Ullrich,GER,Time Trial,1990,21,197,129,0.6548223350253807,65.48223350253807
1996,1996-07-21,21,Palaiseau to Paris (Champs-ÃlysÃ©es),147.5 km (91.7 mi),Plain stage,Fabio Baldato (ITA),147.5,Fabio Baldato,ITA,Flat,1990,21,197,129,0.6548223350253807,65.48223350253807
1997,1997-07-05,P,Rouen,7.3 km (4.5 mi),Individual time trial,Chris Boardman (GBR),7.3,Chris Boardman,GBR,Time Trial,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-06,1,Rouen to Forges-les-Eaux,192.0 km (119.3 mi),Flat stage,Mario Cipollini (ITA),192.0,Mario Cipollini,ITA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-07,2,Saint-Valery-en-Caux to Vire,262.0 km (162.8 mi),Flat stage,Mario Cipollini (ITA),262.0,Mario Cipollini,ITA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-08,3,Vire to Plumelec,224.0 km (139.2 mi),Flat stage,Erik Zabel (GER),224.0,Erik Zabel,GER,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-09,4,Plumelec to Le Puy du Fou,223.0 km (138.6 mi),Flat stage,Nicola Minali (ITA),223.0,Nicola Minali,ITA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-10,5,Chantonnay to La ChÃ¢tre,261.5 km (162.5 mi),Flat stage,CÃ©dric Vasseur (FRA),261.5,CÃ©dric Vasseur,FRA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-11,6,Le Blanc to Marennes,217.5 km (135.1 mi),Flat stage,Jeroen Blijlevens (NED),217.5,Jeroen Blijlevens,NED,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-12,7,Marennes to Bordeaux,194.0 km (120.5 mi),Flat stage,Erik Zabel (GER),194.0,Erik Zabel,GER,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-13,8,Sauternes to Pau,161.5 km (100.4 mi),Flat stage,Erik Zabel (GER),161.5,Erik Zabel,GER,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-14,9,Pau to Loudenvielle,182.0 km (113.1 mi),Mountain stage,Laurent Brochard (FRA),182.0,Laurent Brochard,FRA,Mountain,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-15,10,Luchon to Andorra Arcalis,252.5 km (156.9 mi),Mountain stage,Jan Ullrich (GER),252.5,Jan Ullrich,GER,Mountain,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-16,11,Andorra Arcalis to Perpignan,192.0 km (119.3 mi),Hilly stage,Laurent Desbiens (FRA),192.0,Laurent Desbiens,FRA,Hilly,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-18,12,Saint-Ãtienne,55.0 km (34.2 mi),Individual time trial,Jan Ullrich (GER),55.0,Jan Ullrich,GER,Time Trial,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-19,13,Saint-Ãtienne to Alpe d'Huez,203.5 km (126.4 mi),Mountain stage,Marco Pantani (ITA),203.5,Marco Pantani,ITA,Mountain,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-20,14,Le Bourg-d'Oisans to Courchevel,148.0 km (92.0 mi),Mountain stage,Richard Virenque (FRA),148.0,Richard Virenque,FRA,Mountain,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-21,15,Courchevel to Morzine,208.5 km (129.6 mi),Mountain stage,Marco Pantani (ITA),208.5,Marco Pantani,ITA,Mountain,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-22,16,Morzine to Fribourg (Switzerland),181.0 km (112.5 mi),Hilly stage,Christophe Mengin (FRA),181.0,Christophe Mengin,FRA,Hilly,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-23,17,Fribourg (Switzerland) to Colmar,218.5 km (135.8 mi),Flat stage,Neil Stephens (AUS),218.5,Neil Stephens,AUS,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-24,18,Colmar to MontbÃ©liard,175.5 km (109.1 mi),Hilly stage,Didier Rous (FRA),175.5,Didier Rous,FRA,Hilly,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-25,19,MontbÃ©liard to Dijon,172.0 km (106.9 mi),Flat stage,Mario Traversoni (ITA),172.0,Mario Traversoni,ITA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-26,20,Disneyland Paris,63.0 km (39.1 mi),Individual time trial,Abraham Olano (ESP),63.0,Abraham Olano,ESP,Time Trial,1990,21,198,139,0.702020202020202,70.2020202020202
1997,1997-07-27,21,Disneyland Paris to Paris (Champs-ÃlysÃ©es),149.5 km (92.9 mi),Flat stage,Nicola Minali (ITA),149.5,Nicola Minali,ITA,Flat,1990,21,198,139,0.702020202020202,70.2020202020202
1998,1998-07-11,P,Dublin (Ireland),5.6 km (3 mi),Individual time trial,Chris Boardman (GBR),5.6,Chris Boardman,GBR,Time Trial,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-12,1,Dublin (Ireland),180.5 km (112 mi),Flat stage,Tom Steels (BEL),180.5,Tom Steels,BEL,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-13,2,Enniscorthy (Ireland) to Cork (Ireland),205.5 km (128 mi),Flat stage,JÃ¡n Svorada (CZE),205.5,JÃ¡n Svorada,CZE,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-14,3,Roscoff to Lorient,169 km (105 mi),Flat stage,Jens Heppner (GER),169.0,Jens Heppner,GER,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-15,4,Plouay to Cholet,252 km (157 mi),Flat stage,Jeroen Blijlevens (NED),252.0,Jeroen Blijlevens,NED,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-16,5,Cholet to ChÃ¢teauroux,228.5 km (142 mi),Flat stage,Mario Cipollini (ITA),228.5,Mario Cipollini,ITA,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-17,6,La ChÃ¢tre to Brive-la-Gaillarde,204.5 km (127 mi),Flat stage,Mario Cipollini (ITA),204.5,Mario Cipollini,ITA,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-18,7,Meyrignac-l'Ãglise to CorrÃ¨ze,58 km (36 mi),Individual time trial,Jan Ullrich (GER),58.0,Jan Ullrich,GER,Time Trial,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-19,8,Brive-la-Gaillarde to Montauban,190.5 km (118 mi),Flat stage,Jacky Durand (FRA),190.5,Jacky Durand,FRA,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-20,9,Montauban to Pau,210 km (130 mi),Flat stage,LÃ©on van Bon (NED),210.0,LÃ©on van Bon,NED,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-21,10,Pau to Luchon,196.5 km (122 mi),High mountain stage,Rodolfo Massi (ITA),196.5,Rodolfo Massi,ITA,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-22,11,Luchon to Plateau de Beille,170 km (106 mi),High mountain stage,Marco Pantani (ITA),170.0,Marco Pantani,ITA,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-24,12,Tarascon-sur-AriÃ¨ge to Cap d'Agde,190 km (118 mi)[a],Flat stage,Tom Steels (BEL),190.0,Tom Steels,BEL,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-25,13,Frontignan la Peyrade to Carpentras,196 km (122 mi),Flat stage,Daniele Nardello (ITA),196.0,Daniele Nardello,ITA,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-26,14,ValrÃ©as to Grenoble,186.5 km (116 mi),Mountain stage,Stuart O'Grady (AUS),186.5,Stuart O'Grady,AUS,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-27,15,Grenoble to Les Deux Alpes,189 km (117 mi),High mountain stage,Marco Pantani (ITA),189.0,Marco Pantani,ITA,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-28,16,Vizille to Albertville,204 km (127 mi),High mountain stage,Jan Ullrich (GER),204.0,Jan Ullrich,GER,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-29,17,Albertville to Aix-les-Bains,149 km (93 mi),High mountain stage,â[b],149.0,â[b],,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-30,18,Aix-les-Bains to NeuchÃ¢tel (Switzerland),218.5 km (136 mi),Mountain stage,Tom Steels (BEL),218.5,Tom Steels,BEL,Mountain,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-07-31,19,La Chaux-de-Fonds (Switzerland) to Autun,242 km (150 mi),Flat stage,Magnus BÃ¤ckstedt (SWE),242.0,Magnus BÃ¤ckstedt,SWE,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-08-01,20,Montceau-les-Mines to Le Creusot,52 km (32 mi),Individual time trial,Jan Ullrich (GER),52.0,Jan Ullrich,GER,Time Trial,1990,21,189,96,0.5079365079365079,50.79365079365079
1998,1998-08-02,21,Melun to Paris (Champs-ÃlysÃ©es),147.5 km (92 mi),Flat stage,Tom Steels (BEL),147.5,Tom Steels,BEL,Flat,1990,21,189,96,0.5079365079365079,50.79365079365079
1999,1999-07-03,P,Le Puy du Fou,6.8 km (4.2 mi),Individual time trial,Lance Armstrong (USA)[a],6.8,Lance Armstrong (USA)[a],,Time Trial,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-04,1,Montaigu to Challans,208.0 km (129.2 mi),Plain stage,Jaan Kirsipuu (EST),208.0,Jaan Kirsipuu,EST,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-05,2,Challans to Saint-Nazaire,176.0 km (109.4 mi),Plain stage,Tom Steels (BEL),176.0,Tom Steels,BEL,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-06,3,Nantes to Laval,194.5 km (120.9 mi),Plain stage,Tom Steels (BEL),194.5,Tom Steels,BEL,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-07,4,Laval to Blois,194.5 km (120.9 mi),Plain stage,Mario Cipollini (ITA),194.5,Mario Cipollini,ITA,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-08,5,Bonneval to Amiens,233.5 km (145.1 mi),Plain stage,Mario Cipollini (ITA),233.5,Mario Cipollini,ITA,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-09,6,Amiens to Maubeuge,171.5 km (106.6 mi),Plain stage,Mario Cipollini (ITA),171.5,Mario Cipollini,ITA,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-10,7,Avesnes-sur-Helpe to Thionville,227.0 km (141.1 mi),Plain stage,Mario Cipollini (ITA),227.0,Mario Cipollini,ITA,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-11,8,Metz,56.5 km (35.1 mi),Individual time trial,Lance Armstrong (USA)[a],56.5,Lance Armstrong (USA)[a],,Time Trial,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-13,9,Le Grand-Bornand to SestriÃ¨res,213.5 km (132.7 mi),Stage with mountain(s),Lance Armstrong (USA)[a],213.5,Lance Armstrong (USA)[a],,Mountain,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-14,10,SestriÃ¨res to Alpe d'Huez,220.5 km (137.0 mi),Stage with mountain(s),Giuseppe Guerini (ITA),220.5,Giuseppe Guerini,ITA,Mountain,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-15,11,Le Bourg-d'Oisans to Saint-Ãtienne,198.5 km (123.3 mi),Hilly stage,Ludo Dierckxsens (BEL),198.5,Ludo Dierckxsens,BEL,Hilly,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-16,12,Saint-Galmier to Saint-Flour,201.5 km (125.2 mi),Hilly stage,David Etxebarria (ESP),201.5,David Etxebarria,ESP,Hilly,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-17,13,Saint-Flour to Albi,236.5 km (147.0 mi),Hilly stage,Salvatore Commesso (ITA),236.5,Salvatore Commesso,ITA,Hilly,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-18,14,Castres to Saint-Gaudens,199.0 km (123.7 mi),Plain stage,Dmitri Konychev (RUS),199.0,Dmitri Konychev,RUS,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-20,15,Saint-Gaudens to Piau-Engaly,173.0 km (107.5 mi),Stage with mountain(s),Fernando EscartÃ­n (ESP),173.0,Fernando EscartÃ­n,ESP,Mountain,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-21,16,Lannemezan to Pau,192.0 km (119.3 mi),Stage with mountain(s),David Etxebarria (ESP),192.0,David Etxebarria,ESP,Mountain,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-22,17,Mourenx to Bordeaux,200.0 km (124.3 mi),Plain stage,Tom Steels (BEL),200.0,Tom Steels,BEL,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-23,18,Jonzac to Futuroscope,187.5 km (116.5 mi),Plain stage,Giampaolo Mondini (ITA),187.5,Giampaolo Mondini,ITA,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-24,19,Futuroscope,57.0 km (35.4 mi),Individual time trial,Lance Armstrong (USA)[a],57.0,Lance Armstrong (USA)[a],,Time Trial,1990,20,180,141,0.7833333333333333,78.33333333333333
1999,1999-07-25,20,Arpajon to Paris (Champs-ÃlysÃ©es),143.5 km (89.2 mi),Plain stage,Robbie McEwen (AUS),143.5,Robbie McEwen,AUS,Flat,1990,20,180,141,0.7833333333333333,78.33333333333333
2000,2000-07-01,1,Futuroscope,16.5 km (10.3 mi),Individual time trial,David Millar (GBR),16.5,David Millar,GBR,Time Trial,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-02,2,Futuroscope to Loudun,194.0 km (120.5 mi),Plain stage,Tom Steels (BEL),194.0,Tom Steels,BEL,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-03,3,Loudun to Nantes,161.5 km (100.4 mi),Plain stage,Tom Steels (BEL),161.5,Tom Steels,BEL,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-04,4,Nantes to Saint-Nazaire,70.0 km (43.5 mi),Team time trial,ONCEâDeutsche Bank,70.0,ONCEâDeutsche Bank,,Time Trial,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-05,5,Vannes to VitrÃ©,202.0 km (125.5 mi),Plain stage,Marcel WÃ¼st (GER),202.0,Marcel WÃ¼st,GER,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-06,6,VitrÃ© to Tours,198.5 km (123.3 mi),Plain stage,LÃ©on van Bon (NED),198.5,LÃ©on van Bon,NED,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-07,7,Tours to Limoges,205.5 km (127.7 mi),Plain stage,Christophe Agnolutto (FRA),205.5,Christophe Agnolutto,FRA,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-08,8,Limoges to Villeneuve-sur-Lot,203.5 km (126.4 mi),Plain stage,Erik Dekker (NED),203.5,Erik Dekker,NED,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-09,9,Agen to Dax,181.0 km (112.5 mi),Plain stage,Paolo Bettini (ITA),181.0,Paolo Bettini,ITA,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-10,10,Dax to Hautacam,205.0 km (127.4 mi),Stage with mountain(s),Javier Otxoa (ESP),205.0,Javier Otxoa,ESP,Mountain,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-11,11,BagnÃ¨res-de-Bigorre to Revel,218.5 km (135.8 mi),Hilly stage,Erik Dekker (NED),218.5,Erik Dekker,NED,Hilly,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-13,12,Carpentras to Mont Ventoux,149.0 km (92.6 mi),Stage with mountain(s),Marco Pantani (ITA),149.0,Marco Pantani,ITA,Mountain,2000,21,197,127,0.6446700507614214,64.46700507614213
2000,2000-07-14,13,Avignon to Draguignan,185.5 km (115.3 mi),Plain stage,JosÃ© Vicente Garcia (ESP),185.5,JosÃ© Vicente Garcia,ESP,Flat,2000,21,197,127,0.6446700507614214,64.46700507614213
